Source 기업명,Source 모기업명,Source_산업,Target 기업명,Target_모기업,Target_산업,Year,relation_type,dependency_direction,risk_language_score,investment_mentioned,contract_scale_score,no_alternative_mentioned,spillover_type,source_section,source_raw_name,source_canonical_name,source_canonical_firm_id,source_entity_level,source_entity_type,source_parent_canonical_name,source_parent_firm_id,source_mapping_found,target_raw_name,target_canonical_name,target_canonical_firm_id,target_entity_level,target_entity_type,target_parent_canonical_name,target_parent_firm_id,target_mapping_found,source_parent_hint_raw_name,source_parent_hint_canonical_name,source_parent_hint_canonical_firm_id,source_parent_hint_entity_level,source_parent_hint_entity_type,source_parent_hint_parent_canonical_name,source_parent_hint_parent_firm_id,source_parent_hint_mapping_found,target_parent_hint_raw_name,target_parent_hint_canonical_name,target_parent_hint_canonical_firm_id,target_parent_hint_entity_level,target_parent_hint_entity_type,target_parent_hint_parent_canonical_name,target_parent_hint_parent_firm_id,target_parent_hint_mapping_found,risk_source_id,risk_source_name,risk_target_id,risk_target_name,risk_direction_rule,risk_edge_valid,is_reciprocal_expansion,risk_language_score_norm,contract_scale_score_norm,no_alternative_flag,investment_flag,edge_weight_v1
SAP SE,SAP,Enterprise Software (ERP),SAP Nederland B.V.,SAP,Enterprise Software (ERP),2023,subsidiary,mutual,0.0,N,0.0,N,none,Item4,SAP SE,SAP,FIRM_0132,parent,enterprise_software,,,True,SAP Nederland B.V.,SAP Nederland,FIRM_0142,regional_entity,enterprise_software,SAP,FIRM_0132,True,SAP,SAP,FIRM_0132,parent,enterprise_software,,,True,SAP,SAP,FIRM_0132,parent,enterprise_software,,,True,FIRM_0142,SAP Nederland,FIRM_0132,SAP,mutual_target_to_source,True,True,0.0,0.0,0,0,0.1
SAP SE,SAP,Enterprise Software (ERP),"Ariba, Inc.",SAP,Procurement Software,2023,subsidiary,mutual,0.0,Y,0.0,N,none,Item4,SAP SE,SAP,FIRM_0132,parent,enterprise_software,,,True,"Ariba, Inc.",SAP Ariba,FIRM_0134,subsidiary,procurement_software,SAP,FIRM_0132,True,SAP,SAP,FIRM_0132,parent,enterprise_software,,,True,SAP,SAP,FIRM_0132,parent,enterprise_software,,,True,FIRM_0132,SAP,FIRM_0134,SAP Ariba,mutual_source_to_target,True,True,0.0,0.0,0,1,0.1
SAP SE,SAP,Enterprise Software (ERP),"Ariba, Inc.",SAP,Procurement Software,2023,subsidiary,mutual,0.0,Y,0.0,N,none,Item4,SAP SE,SAP,FIRM_0132,parent,enterprise_software,,,True,"Ariba, Inc.",SAP Ariba,FIRM_0134,subsidiary,procurement_software,SAP,FIRM_0132,True,SAP,SAP,FIRM_0132,parent,enterprise_software,,,True,SAP,SAP,FIRM_0132,parent,enterprise_software,,,True,FIRM_0134,SAP Ariba,FIRM_0132,SAP,mutual_target_to_source,True,True,0.0,0.0,0,1,0.1
SAP SE,SAP,Enterprise Software (ERP),"Concur Technologies, Inc.",SAP,Travel & Expense Software,2023,subsidiary,mutual,0.0,Y,0.0,N,none,Item4,SAP SE,SAP,FIRM_0132,parent,enterprise_software,,,True,"Concur Technologies, Inc.",SAP Concur,FIRM_0136,subsidiary,travel_expense_software,SAP,FIRM_0132,True,SAP,SAP,FIRM_0132,parent,enterprise_software,,,True,SAP,SAP,FIRM_0132,parent,enterprise_software,,,True,FIRM_0132,SAP,FIRM_0136,SAP Concur,mutual_source_to_target,True,True,0.0,0.0,0,1,0.1
SAP SE,SAP,Enterprise Software (ERP),"Concur Technologies, Inc.",SAP,Travel & Expense Software,2023,subsidiary,mutual,0.0,Y,0.0,N,none,Item4,SAP SE,SAP,FIRM_0132,parent,enterprise_software,,,True,"Concur Technologies, Inc.",SAP Concur,FIRM_0136,subsidiary,travel_expense_software,SAP,FIRM_0132,True,SAP,SAP,FIRM_0132,parent,enterprise_software,,,True,SAP,SAP,FIRM_0132,parent,enterprise_software,,,True,FIRM_0136,SAP Concur,FIRM_0132,SAP,mutual_target_to_source,True,True,0.0,0.0,0,1,0.1
"Amazon.com, Inc.",Amazon,E-commerce / Cloud,"Rivian Automotive, Inc.",Rivian,Automotive / EV,2023,investment_target,mutual,0.5,Y,1.0,N,performance,Item8,"Amazon.com, Inc.",Amazon,FIRM_0009,parent,company,,,True,"Rivian Automotive, Inc.",Rivian,FIRM_0131,parent,automotive,,,True,Amazon,Amazon,FIRM_0009,parent,company,,,True,Rivian,Rivian,FIRM_0131,parent,automotive,,,True,FIRM_0009,Amazon,FIRM_0131,Rivian,mutual_source_to_target,True,True,0.5,0.3333333333333333,0,1,0.3833333333333333
"Amazon.com, Inc.",Amazon,E-commerce / Cloud,"Rivian Automotive, Inc.",Rivian,Automotive / EV,2023,investment_target,mutual,0.5,Y,1.0,N,performance,Item8,"Amazon.com, Inc.",Amazon,FIRM_0009,parent,company,,,True,"Rivian Automotive, Inc.",Rivian,FIRM_0131,parent,automotive,,,True,Amazon,Amazon,FIRM_0009,parent,company,,,True,Rivian,Rivian,FIRM_0131,parent,automotive,,,True,FIRM_0131,Rivian,FIRM_0009,Amazon,mutual_target_to_source,True,True,0.5,0.3333333333333333,0,1,0.3833333333333333
"Amazon.com, Inc.",Amazon,E-commerce / Cloud,MGM Holdings Inc.,Amazon,Media / Entertainment,2023,subsidiary,downstream,0.0,Y,1.0,N,none,Item8,"Amazon.com, Inc.",Amazon,FIRM_0009,parent,company,,,True,MGM Holdings Inc.,MGM Holdings,FIRM_0086,subsidiary,media,Amazon,FIRM_0009,True,Amazon,Amazon,FIRM_0009,parent,company,,,True,Amazon,Amazon,FIRM_0009,parent,company,,,True,FIRM_0009,Amazon,FIRM_0086,MGM Holdings,source_is_upstream_of_target,True,False,0.0,0.3333333333333333,0,1,0.2333333333333333
"Amazon.com, Inc.",Amazon,E-commerce / Cloud,"1Life Healthcare, Inc. (One Medical)",Amazon,Healthcare,2023,subsidiary,downstream,0.0,Y,1.0,N,none,Item8,"Amazon.com, Inc.",Amazon,FIRM_0009,parent,company,,,True,"1Life Healthcare, Inc. (One Medical)",One Medical,FIRM_0113,subsidiary,healthcare,Amazon,FIRM_0009,True,Amazon,Amazon,FIRM_0009,parent,company,,,True,Amazon,Amazon,FIRM_0009,parent,company,,,True,FIRM_0009,Amazon,FIRM_0113,One Medical,source_is_upstream_of_target,True,False,0.0,0.3333333333333333,0,1,0.2333333333333333
"Amazon.com, Inc.",Amazon,E-commerce / Cloud,iRobot Corporation,Amazon,Robotics / Consumer Electronics,2023,investment_target,downstream,0.5,Y,1.0,N,governance,Item8,"Amazon.com, Inc.",Amazon,FIRM_0009,parent,company,,,True,iRobot Corporation,iRobot,FIRM_0178,company,robotics_consumer_electronics,,,True,Amazon,Amazon,FIRM_0009,parent,company,,,True,Amazon,Amazon,FIRM_0009,parent,company,,,True,FIRM_0009,Amazon,FIRM_0178,iRobot,source_is_upstream_of_target,True,False,0.5,0.3333333333333333,0,1,0.3833333333333333
"Amazon.com, Inc.",Amazon,E-commerce / Cloud,"Anthropic, PBC",Anthropic,AI / ML,2023,ai_provider,mutual,0.3,Y,1.0,N,governance,Item8,"Amazon.com, Inc.",Amazon,FIRM_0009,parent,company,,,True,"Anthropic, PBC",Anthropic,FIRM_0017,company,ai_lab,,,True,Amazon,Amazon,FIRM_0009,parent,company,,,True,Anthropic,Anthropic,FIRM_0017,company,ai_lab,,,True,FIRM_0009,Amazon,FIRM_0017,Anthropic,mutual_source_to_target,True,True,0.3,0.3333333333333333,0,1,0.3233333333333333
"Amazon.com, Inc.",Amazon,E-commerce / Cloud,"Anthropic, PBC",Anthropic,AI / ML,2023,ai_provider,mutual,0.3,Y,1.0,N,governance,Item8,"Amazon.com, Inc.",Amazon,FIRM_0009,parent,company,,,True,"Anthropic, PBC",Anthropic,FIRM_0017,company,ai_lab,,,True,Amazon,Amazon,FIRM_0009,parent,company,,,True,Anthropic,Anthropic,FIRM_0017,company,ai_lab,,,True,FIRM_0017,Anthropic,FIRM_0009,Amazon,mutual_target_to_source,True,True,0.3,0.3333333333333333,0,1,0.3233333333333333
"Amazon.com, Inc.",Amazon,E-commerce / Cloud,Whole Foods Market,Amazon,Retail / Grocery,2023,subsidiary,mutual,0.3,Y,0.5,Y,operational,Item8,"Amazon.com, Inc.",Amazon,FIRM_0009,parent,company,,,True,Whole Foods Market,Whole Foods Market,FIRM_0171,subsidiary,retail,Amazon,FIRM_0009,True,Amazon,Amazon,FIRM_0009,parent,company,,,True,Amazon,Amazon,FIRM_0009,parent,company,,,True,FIRM_0009,Amazon,FIRM_0171,Whole Foods Market,mutual_source_to_target,True,True,0.3,0.1666666666666666,1,1,0.4566666666666666
"Amazon.com, Inc.",Amazon,E-commerce / Cloud,Whole Foods Market,Amazon,Retail / Grocery,2023,subsidiary,mutual,0.3,Y,0.5,Y,operational,Item8,"Amazon.com, Inc.",Amazon,FIRM_0009,parent,company,,,True,Whole Foods Market,Whole Foods Market,FIRM_0171,subsidiary,retail,Amazon,FIRM_0009,True,Amazon,Amazon,FIRM_0009,parent,company,,,True,Amazon,Amazon,FIRM_0009,parent,company,,,True,FIRM_0171,Whole Foods Market,FIRM_0009,Amazon,mutual_target_to_source,True,True,0.3,0.1666666666666666,1,1,0.4566666666666666
IBM,IBM,Enterprise IT / Services,BNP Paribas,BNP Paribas,Financial Services,2023,partner,upstream,0.1,N,2.0,N,financial,Item7,IBM,IBM,FIRM_0069,parent,technology_company,,,True,BNP Paribas,BNP Paribas,FIRM_0024,parent,financial_services,,,True,IBM,IBM,FIRM_0069,parent,technology_company,,,True,BNP Paribas,BNP Paribas,FIRM_0024,parent,financial_services,,,True,FIRM_0024,BNP Paribas,FIRM_0069,IBM,target_is_upstream_of_source,True,False,0.1,0.6666666666666666,0,0,0.2966666666666666
IBM,IBM,Enterprise IT / Services,JPMorgan Chase Bank,JPMorgan Chase,Financial Services,2023,partner,upstream,0.1,N,3.0,N,financial,Item7,IBM,IBM,FIRM_0069,parent,technology_company,,,True,JPMorgan Chase Bank,JPMorgan Chase Bank,FIRM_0076,subsidiary,banking,JPMorgan Chase,FIRM_0075,True,IBM,IBM,FIRM_0069,parent,technology_company,,,True,JPMorgan Chase,JPMorgan Chase,FIRM_0075,parent,financial_services,,,True,FIRM_0076,JPMorgan Chase Bank,FIRM_0069,IBM,target_is_upstream_of_source,True,False,0.1,1.0,0,0,0.43
IBM,IBM,Enterprise IT / Services,Open source community,Apache Software Foundation,Open Source,2023,supplier,upstream,0.6,N,2.0,N,operational,Item1A,IBM,IBM,FIRM_0069,parent,technology_company,,,True,Open source community,Open source community,FIRM_0114,community,open_source,,,True,IBM,IBM,FIRM_0069,parent,technology_company,,,True,Apache Software Foundation,Apache Software Foundation,FIRM_0019,foundation,open_source,,,True,FIRM_0114,Open source community,FIRM_0069,IBM,target_is_upstream_of_source,True,False,0.6,0.6666666666666666,0,0,0.4466666666666666
IBM,IBM,Enterprise IT / Services,PricewaterhouseCoopers LLP,PricewaterhouseCoopers (PwC),Professional Services / Audit,2023,partner,upstream,0.1,N,2.0,Y,governance,Item8,IBM,IBM,FIRM_0069,parent,technology_company,,,True,PricewaterhouseCoopers LLP,PricewaterhouseCoopers,FIRM_0125,regional_entity,professional_services,,,True,IBM,IBM,FIRM_0069,parent,technology_company,,,True,PricewaterhouseCoopers (PwC),PricewaterhouseCoopers,FIRM_0125,parent,professional_services,,,True,FIRM_0125,PricewaterhouseCoopers,FIRM_0069,IBM,target_is_upstream_of_source,True,False,0.1,0.6666666666666666,1,0,0.4966666666666666
IBM,IBM,Enterprise IT / Services,Red Hat,IBM,Open Source / Cloud,2023,subsidiary,downstream,0.3,Y,3.0,Y,operational,Item8,IBM,IBM,FIRM_0069,parent,technology_company,,,True,Red Hat,Red Hat,FIRM_0129,subsidiary,open_source_software,IBM,FIRM_0069,True,IBM,IBM,FIRM_0069,parent,technology_company,,,True,IBM,IBM,FIRM_0069,parent,technology_company,,,True,FIRM_0069,IBM,FIRM_0129,Red Hat,source_is_upstream_of_target,True,False,0.3,1.0,1,1,0.7899999999999999
IBM,IBM,Enterprise IT / Services,The Bank of New York Mellon,BNY Mellon,Financial Services,2023,partner,upstream,0.1,N,2.0,N,financial,Item7,IBM,IBM,FIRM_0069,parent,technology_company,,,True,The Bank of New York Mellon,BNY Mellon,FIRM_0025,parent,financial_services,,,True,IBM,IBM,FIRM_0069,parent,technology_company,,,True,BNY Mellon,BNY Mellon,FIRM_0025,parent,financial_services,,,True,FIRM_0025,BNY Mellon,FIRM_0069,IBM,target_is_upstream_of_source,True,False,0.1,0.6666666666666666,0,0,0.2966666666666666
Oracle,Oracle,Enterprise Software / Database,Cerner Corporation,Oracle,Healthcare IT,2023,subsidiary,downstream,0.4,Y,3.0,Y,operational,Item7,Oracle,Oracle,FIRM_0117,parent,enterprise_software,,,True,Cerner Corporation,Cerner,FIRM_0032,subsidiary,healthcare_it,Oracle,FIRM_0117,True,Oracle,Oracle,FIRM_0117,parent,enterprise_software,,,True,Oracle,Oracle,FIRM_0117,parent,enterprise_software,,,True,FIRM_0117,Oracle,FIRM_0032,Cerner,source_is_upstream_of_target,True,False,0.4,1.0,1,1,0.82
Oracle,Oracle,Enterprise Software / Database,Ernst & Young LLP,Ernst & Young (EY),Professional Services / Audit,2023,supplier,upstream,0.1,N,1.0,N,governance,Item8,Oracle,Oracle,FIRM_0117,parent,enterprise_software,,,True,Ernst & Young LLP,Ernst & Young,FIRM_0054,parent,professional_services,,,True,Oracle,Oracle,FIRM_0117,parent,enterprise_software,,,True,Ernst & Young (EY),Ernst & Young,FIRM_0054,parent,professional_services,,,True,FIRM_0054,Ernst & Young,FIRM_0117,Oracle,target_is_upstream_of_source,True,False,0.1,0.3333333333333333,0,0,0.1633333333333333
Oracle,Oracle,Enterprise Software / Database,Oracle Financial Services Software Limited,Oracle,Financial Services Software,2023,subsidiary,downstream,0.3,Y,1.0,N,governance,Item1A,Oracle,Oracle,FIRM_0117,parent,enterprise_software,,,True,Oracle Financial Services Software Limited,Oracle Financial Services Software,FIRM_0118,subsidiary,financial_services_software,Oracle,FIRM_0117,True,Oracle,Oracle,FIRM_0117,parent,enterprise_software,,,True,Oracle,Oracle,FIRM_0117,parent,enterprise_software,,,True,FIRM_0117,Oracle,FIRM_0118,Oracle Financial Services Software,source_is_upstream_of_target,True,False,0.3,0.3333333333333333,0,1,0.3233333333333333
Teradata,Teradata,Data Analytics,Amazon Web Services,Amazon,Cloud / Infrastructure,2023,cloud_provider,upstream,0.6,N,2.5,N,operational,Item1A,Teradata,Teradata,FIRM_0163,parent,data_platform,,,True,Amazon Web Services,Amazon Web Services,FIRM_0012,service,cloud_provider,Amazon,FIRM_0009,True,Teradata,Teradata,FIRM_0163,parent,data_platform,,,True,Amazon,Amazon,FIRM_0009,parent,company,,,True,FIRM_0012,Amazon Web Services,FIRM_0163,Teradata,target_is_upstream_of_source,True,False,0.6,0.8333333333333334,0,0,0.5133333333333334
Teradata,Teradata,Data Analytics,Amazon Web Services,Amazon,Cloud / Infrastructure,2023,partner,bilateral,0.2,N,2.0,N,performance,Item1A,Teradata,Teradata,FIRM_0163,parent,data_platform,,,True,Amazon Web Services,Amazon Web Services,FIRM_0012,service,cloud_provider,Amazon,FIRM_0009,True,Teradata,Teradata,FIRM_0163,parent,data_platform,,,True,Amazon,Amazon,FIRM_0009,parent,company,,,True,FIRM_0163,Teradata,FIRM_0012,Amazon Web Services,bilateral_source_to_target,True,True,0.2,0.6666666666666666,0,0,0.3266666666666666
Teradata,Teradata,Data Analytics,Amazon Web Services,Amazon,Cloud / Infrastructure,2023,partner,bilateral,0.2,N,2.0,N,performance,Item1A,Teradata,Teradata,FIRM_0163,parent,data_platform,,,True,Amazon Web Services,Amazon Web Services,FIRM_0012,service,cloud_provider,Amazon,FIRM_0009,True,Teradata,Teradata,FIRM_0163,parent,data_platform,,,True,Amazon,Amazon,FIRM_0009,parent,company,,,True,FIRM_0012,Amazon Web Services,FIRM_0163,Teradata,bilateral_target_to_source,True,True,0.2,0.6666666666666666,0,0,0.3266666666666666
Teradata,Teradata,Data Analytics,Dell Technologies,Dell Technologies,Hardware / IT Infrastructure,2023,hardware_vendor,upstream,0.5,N,1.5,N,operational,Item1A,Teradata,Teradata,FIRM_0163,parent,data_platform,,,True,Dell Technologies,Dell Technologies,FIRM_0048,parent,hardware,,,True,Teradata,Teradata,FIRM_0163,parent,data_platform,,,True,Dell Technologies,Dell Technologies,FIRM_0048,parent,hardware,,,True,FIRM_0048,Dell Technologies,FIRM_0163,Teradata,target_is_upstream_of_source,True,False,0.5,0.5,0,0,0.35
Teradata,Teradata,Data Analytics,Flex Ltd.,Flex,Electronics Manufacturing (EMS),2023,supplier,upstream,0.75,N,2.5,N,operational,Item1A,Teradata,Teradata,FIRM_0163,parent,data_platform,,,True,Flex Ltd.,Flex,FIRM_0059,parent,manufacturing,,,True,Teradata,Teradata,FIRM_0163,parent,data_platform,,,True,Flex,Flex,FIRM_0059,parent,manufacturing,,,True,FIRM_0059,Flex,FIRM_0163,Teradata,target_is_upstream_of_source,True,False,0.75,0.8333333333333334,0,0,0.5583333333333333
Teradata,Teradata,Data Analytics,Flex Ltd.,Flex,Electronics Manufacturing (EMS),2023,supplier,upstream,0.75,N,2.5,N,operational,Item7,Teradata,Teradata,FIRM_0163,parent,data_platform,,,True,Flex Ltd.,Flex,FIRM_0059,parent,manufacturing,,,True,Teradata,Teradata,FIRM_0163,parent,data_platform,,,True,Flex,Flex,FIRM_0059,parent,manufacturing,,,True,FIRM_0059,Flex,FIRM_0163,Teradata,target_is_upstream_of_source,True,False,0.75,0.8333333333333334,0,0,0.5583333333333333
Teradata,Teradata,Data Analytics,Google Cloud,Google,Cloud / Infrastructure,2023,cloud_provider,upstream,0.6,N,2.5,N,operational,Item1A,Teradata,Teradata,FIRM_0163,parent,data_platform,,,True,Google Cloud,Google Cloud,FIRM_0062,service,cloud_provider,Google,FIRM_0061,True,Teradata,Teradata,FIRM_0163,parent,data_platform,,,True,Google,Google,FIRM_0061,subsidiary,technology_company,Alphabet,FIRM_0006,True,FIRM_0062,Google Cloud,FIRM_0163,Teradata,target_is_upstream_of_source,True,False,0.6,0.8333333333333334,0,0,0.5133333333333334
Teradata,Teradata,Data Analytics,Microsoft Azure,Microsoft,Cloud / Infrastructure,2023,cloud_provider,upstream,0.6,N,2.5,N,operational,Item1A,Teradata,Teradata,FIRM_0163,parent,data_platform,,,True,Microsoft Azure,Microsoft Azure,FIRM_0098,service,cloud_provider,Microsoft,FIRM_0097,True,Teradata,Teradata,FIRM_0163,parent,data_platform,,,True,Microsoft,Microsoft,FIRM_0097,parent,company,,,True,FIRM_0098,Microsoft Azure,FIRM_0163,Teradata,target_is_upstream_of_source,True,False,0.6,0.8333333333333334,0,0,0.5133333333333334
Teradata,Teradata,Data Analytics,NetApp,NetApp,Storage / Data Management,2023,hardware_vendor,upstream,0.5,N,1.5,N,operational,Item1A,Teradata,Teradata,FIRM_0163,parent,data_platform,,,True,NetApp,NetApp,FIRM_0107,parent,storage,,,True,Teradata,Teradata,FIRM_0163,parent,data_platform,,,True,NetApp,NetApp,FIRM_0107,parent,storage,,,True,FIRM_0107,NetApp,FIRM_0163,Teradata,target_is_upstream_of_source,True,False,0.5,0.5,0,0,0.35
Teradata,Teradata,Data Analytics,PricewaterhouseCoopers,PricewaterhouseCoopers (PwC),Professional Services / Audit,2023,partner,upstream,0.1,N,1.0,N,governance,Item8,Teradata,Teradata,FIRM_0163,parent,data_platform,,,True,PricewaterhouseCoopers,PricewaterhouseCoopers,FIRM_0125,parent,professional_services,,,True,Teradata,Teradata,FIRM_0163,parent,data_platform,,,True,PricewaterhouseCoopers (PwC),PricewaterhouseCoopers,FIRM_0125,parent,professional_services,,,True,FIRM_0125,PricewaterhouseCoopers,FIRM_0163,Teradata,target_is_upstream_of_source,True,False,0.1,0.3333333333333333,0,0,0.1633333333333333
Snowflake,Snowflake,Cloud Data Platform,Amazon Web Services,Amazon,Cloud / Infrastructure,2023,cloud_provider,upstream,0.8,N,3.0,Y,operational,Item1A,Snowflake,Snowflake,FIRM_0155,parent,data_platform,,,True,Amazon Web Services,Amazon Web Services,FIRM_0012,service,cloud_provider,Amazon,FIRM_0009,True,Snowflake,Snowflake,FIRM_0155,parent,data_platform,,,True,Amazon,Amazon,FIRM_0009,parent,company,,,True,FIRM_0012,Amazon Web Services,FIRM_0155,Snowflake,target_is_upstream_of_source,True,False,0.8,1.0,1,0,0.8400000000000001
Snowflake,Snowflake,Cloud Data Platform,Applica,Snowflake,AI / NLP,2023,subsidiary,downstream,0.0,Y,1.0,N,none,Item7,Snowflake,Snowflake,FIRM_0155,parent,data_platform,,,True,Applica,Applica,FIRM_0023,subsidiary,ai_document_processing,Snowflake,FIRM_0155,True,Snowflake,Snowflake,FIRM_0155,parent,data_platform,,,True,Snowflake,Snowflake,FIRM_0155,parent,data_platform,,,True,FIRM_0155,Snowflake,FIRM_0023,Applica,source_is_upstream_of_target,True,False,0.0,0.3333333333333333,0,1,0.2333333333333333
Snowflake,Snowflake,Cloud Data Platform,Google Cloud Platform,Google,Cloud / Infrastructure,2023,cloud_provider,upstream,0.6,N,1.5,N,operational,Item1A,Snowflake,Snowflake,FIRM_0155,parent,data_platform,,,True,Google Cloud Platform,Google Cloud,FIRM_0062,service,cloud_provider,Google,FIRM_0061,True,Snowflake,Snowflake,FIRM_0155,parent,data_platform,,,True,Google,Google,FIRM_0061,subsidiary,technology_company,Alphabet,FIRM_0006,True,FIRM_0062,Google Cloud,FIRM_0155,Snowflake,target_is_upstream_of_source,True,False,0.6,0.5,0,0,0.38
Snowflake,Snowflake,Cloud Data Platform,LeapYear Technologies,Snowflake,Privacy-Preserving Analytics,2023,subsidiary,downstream,0.0,Y,0.5,N,none,Item7,Snowflake,Snowflake,FIRM_0155,parent,data_platform,,,True,LeapYear Technologies,LeapYear Technologies,FIRM_0082,subsidiary,privacy_ml,Snowflake,FIRM_0155,True,Snowflake,Snowflake,FIRM_0155,parent,data_platform,,,True,Snowflake,Snowflake,FIRM_0155,parent,data_platform,,,True,FIRM_0155,Snowflake,FIRM_0082,LeapYear Technologies,source_is_upstream_of_target,True,False,0.0,0.1666666666666666,0,1,0.1666666666666666
Snowflake,Snowflake,Cloud Data Platform,Microsoft Azure,Microsoft,Cloud / Infrastructure,2023,cloud_provider,upstream,0.6,N,2.0,N,operational,Item7,Snowflake,Snowflake,FIRM_0155,parent,data_platform,,,True,Microsoft Azure,Microsoft Azure,FIRM_0098,service,cloud_provider,Microsoft,FIRM_0097,True,Snowflake,Snowflake,FIRM_0155,parent,data_platform,,,True,Microsoft,Microsoft,FIRM_0097,parent,company,,,True,FIRM_0098,Microsoft Azure,FIRM_0155,Snowflake,target_is_upstream_of_source,True,False,0.6,0.6666666666666666,0,0,0.4466666666666666
Snowflake,Snowflake,Cloud Data Platform,Mountain US Corporation,Snowflake,Cloud Data Platform,2023,subsidiary,downstream,0.0,Y,0.5,N,none,Item7,Snowflake,Snowflake,FIRM_0155,parent,data_platform,,,True,Mountain US Corporation,Mountain US Corporation,FIRM_0103,subsidiary,subsidiary_unknown,Snowflake,FIRM_0155,True,Snowflake,Snowflake,FIRM_0155,parent,data_platform,,,True,Snowflake,Snowflake,FIRM_0155,parent,data_platform,,,True,FIRM_0155,Snowflake,FIRM_0103,Mountain US Corporation,source_is_upstream_of_target,True,False,0.0,0.1666666666666666,0,1,0.1666666666666666
Snowflake,Snowflake,Cloud Data Platform,PricewaterhouseCoopers,PricewaterhouseCoopers (PwC),Professional Services / Audit,2023,supplier,upstream,0.0,N,0.5,N,governance,Item8,Snowflake,Snowflake,FIRM_0155,parent,data_platform,,,True,PricewaterhouseCoopers,PricewaterhouseCoopers,FIRM_0125,parent,professional_services,,,True,Snowflake,Snowflake,FIRM_0155,parent,data_platform,,,True,PricewaterhouseCoopers (PwC),PricewaterhouseCoopers,FIRM_0125,parent,professional_services,,,True,FIRM_0125,PricewaterhouseCoopers,FIRM_0155,Snowflake,target_is_upstream_of_source,True,False,0.0,0.1666666666666666,0,0,0.1
Snowflake,Snowflake,Cloud Data Platform,Streamlit,Snowflake,Data Visualization / Dev Tools,2023,subsidiary,downstream,0.1,Y,2.0,N,operational,Item7,Snowflake,Snowflake,FIRM_0155,parent,data_platform,,,True,Streamlit,Streamlit,FIRM_0158,subsidiary,app_framework,Snowflake,FIRM_0155,True,Snowflake,Snowflake,FIRM_0155,parent,data_platform,,,True,Snowflake,Snowflake,FIRM_0155,parent,data_platform,,,True,FIRM_0155,Snowflake,FIRM_0158,Streamlit,source_is_upstream_of_target,True,False,0.1,0.6666666666666666,0,1,0.3966666666666666
MongoDB,MongoDB,Database Software,AWS,Amazon,Cloud / Infrastructure,2023,cloud_provider,upstream,0.85,Y,3.0,Y,operational,Item7,MongoDB,MongoDB,FIRM_0100,parent,database_platform,,,True,AWS,Amazon Web Services,FIRM_0012,service,cloud_provider,Amazon,FIRM_0009,True,MongoDB,MongoDB,FIRM_0100,parent,database_platform,,,True,Amazon,Amazon,FIRM_0009,parent,company,,,True,FIRM_0012,Amazon Web Services,FIRM_0100,MongoDB,target_is_upstream_of_source,True,False,0.85,1.0,1,1,0.955
MongoDB,MongoDB,Database Software,Alibaba Cloud,Alibaba,Cloud / Infrastructure,2023,partner,bilateral,0.35,N,1.0,N,operational,Item7,MongoDB,MongoDB,FIRM_0100,parent,database_platform,,,True,Alibaba Cloud,Alibaba Cloud,FIRM_0005,service,cloud_provider,Alibaba,FIRM_0004,True,MongoDB,MongoDB,FIRM_0100,parent,database_platform,,,True,Alibaba,Alibaba,FIRM_0004,parent,company,,,True,FIRM_0100,MongoDB,FIRM_0005,Alibaba Cloud,bilateral_source_to_target,True,True,0.35,0.3333333333333333,0,0,0.2383333333333333
MongoDB,MongoDB,Database Software,Alibaba Cloud,Alibaba,Cloud / Infrastructure,2023,partner,bilateral,0.35,N,1.0,N,operational,Item7,MongoDB,MongoDB,FIRM_0100,parent,database_platform,,,True,Alibaba Cloud,Alibaba Cloud,FIRM_0005,service,cloud_provider,Alibaba,FIRM_0004,True,MongoDB,MongoDB,FIRM_0100,parent,database_platform,,,True,Alibaba,Alibaba,FIRM_0004,parent,company,,,True,FIRM_0005,Alibaba Cloud,FIRM_0100,MongoDB,bilateral_target_to_source,True,True,0.35,0.3333333333333333,0,0,0.2383333333333333
MongoDB,MongoDB,Database Software,GCP,Google,Cloud / Infrastructure,2023,cloud_provider,upstream,0.75,N,2.0,N,operational,Item7,MongoDB,MongoDB,FIRM_0100,parent,database_platform,,,True,GCP,Google Cloud,FIRM_0062,service,cloud_provider,Google,FIRM_0061,True,MongoDB,MongoDB,FIRM_0100,parent,database_platform,,,True,Google,Google,FIRM_0061,subsidiary,technology_company,Alphabet,FIRM_0006,True,FIRM_0062,Google Cloud,FIRM_0100,MongoDB,target_is_upstream_of_source,True,False,0.75,0.6666666666666666,0,0,0.4916666666666666
MongoDB,MongoDB,Database Software,Microsoft Azure,Microsoft,Cloud / Infrastructure,2023,cloud_provider,upstream,0.75,N,2.0,N,operational,Item7,MongoDB,MongoDB,FIRM_0100,parent,database_platform,,,True,Microsoft Azure,Microsoft Azure,FIRM_0098,service,cloud_provider,Microsoft,FIRM_0097,True,MongoDB,MongoDB,FIRM_0100,parent,database_platform,,,True,Microsoft,Microsoft,FIRM_0097,parent,company,,,True,FIRM_0098,Microsoft Azure,FIRM_0100,MongoDB,target_is_upstream_of_source,True,False,0.75,0.6666666666666666,0,0,0.4916666666666666
