Source 기업명,Source 모기업명,Source_산업,Target 기업명,Target_모기업,Target_산업,Year,relation_type,dependency_direction,risk_language_score,investment_mentioned,contract_scale_score,no_alternative_mentioned,spillover_type,source_section,source_raw_name,source_canonical_name,source_canonical_firm_id,source_entity_level,source_entity_type,source_parent_canonical_name,source_parent_firm_id,source_mapping_found,target_raw_name,target_canonical_name,target_canonical_firm_id,target_entity_level,target_entity_type,target_parent_canonical_name,target_parent_firm_id,target_mapping_found,source_parent_hint_raw_name,source_parent_hint_canonical_name,source_parent_hint_canonical_firm_id,source_parent_hint_entity_level,source_parent_hint_entity_type,source_parent_hint_parent_canonical_name,source_parent_hint_parent_firm_id,source_parent_hint_mapping_found,target_parent_hint_raw_name,target_parent_hint_canonical_name,target_parent_hint_canonical_firm_id,target_parent_hint_entity_level,target_parent_hint_entity_type,target_parent_hint_parent_canonical_name,target_parent_hint_parent_firm_id,target_parent_hint_mapping_found,risk_source_id,risk_source_name,risk_target_id,risk_target_name,risk_direction_rule,risk_edge_valid,is_reciprocal_expansion,risk_language_score_norm,contract_scale_score_norm,no_alternative_flag,investment_flag,edge_weight_v1,edge_weight
Microsoft Corporation,Microsoft,Enterprise Software / Cloud,GitHub,Microsoft,Dev Tools / Open Source,2022,subsidiary,mutual,0.3,Y,0.0,Y,operational,Item1,Microsoft Corporation,Microsoft,FIRM_0097,parent,company,,,True,GitHub,GitHub,FIRM_0060,subsidiary,developer_platform,Microsoft,FIRM_0097,True,Microsoft,Microsoft,FIRM_0097,parent,company,,,True,Microsoft,Microsoft,FIRM_0097,parent,company,,,True,FIRM_0060,GitHub,FIRM_0097,Microsoft,mutual_target_to_source,True,True,0.3,0.0,1.0,1.0,0.39,0.39
Microsoft Corporation,Microsoft,Enterprise Software / Cloud,Dell Technologies,Dell Technologies,Hardware / IT Infrastructure,2022,customer,downstream,0.3,N,0.0,N,none,Item1,Microsoft Corporation,Microsoft,FIRM_0097,parent,company,,,True,Dell Technologies,Dell Technologies,FIRM_0048,parent,hardware,,,True,Microsoft,Microsoft,FIRM_0097,parent,company,,,True,Dell Technologies,Dell Technologies,FIRM_0048,parent,hardware,,,True,FIRM_0097,Microsoft,FIRM_0048,Dell Technologies,source_is_upstream_of_target,True,False,0.3,0.0,0.0,0.0,0.1,0.1
Microsoft Corporation,Microsoft,Enterprise Software / Cloud,Hewlett-Packard Enterprise,Hewlett Packard Enterprise (HPE),Hardware / IT Infrastructure,2022,customer,downstream,0.3,N,0.0,N,none,Item1,Microsoft Corporation,Microsoft,FIRM_0097,parent,company,,,True,Hewlett-Packard Enterprise,Hewlett Packard Enterprise,FIRM_0067,parent,enterprise_hardware,,,True,Microsoft,Microsoft,FIRM_0097,parent,company,,,True,Hewlett Packard Enterprise (HPE),Hewlett Packard Enterprise,FIRM_0067,parent,enterprise_hardware,,,True,FIRM_0097,Microsoft,FIRM_0067,Hewlett Packard Enterprise,source_is_upstream_of_target,True,False,0.3,0.0,0.0,0.0,0.1,0.1
Microsoft Corporation,Microsoft,Enterprise Software / Cloud,Lenovo Group,Lenovo,Hardware / IT,2022,customer,downstream,0.3,N,0.0,N,none,Item1,Microsoft Corporation,Microsoft,FIRM_0097,parent,company,,,True,Lenovo Group,Lenovo,FIRM_0083,parent,hardware,,,True,Microsoft,Microsoft,FIRM_0097,parent,company,,,True,Lenovo,Lenovo,FIRM_0083,parent,hardware,,,True,FIRM_0097,Microsoft,FIRM_0083,Lenovo,source_is_upstream_of_target,True,False,0.3,0.0,0.0,0.0,0.1,0.1
SAP SE,SAP,Enterprise Software (ERP),Cloud4C,Cloud4C,Cloud Managed Services,2022,cloud_provider,upstream,1.0,N,0.0,N,security,Item1A,SAP SE,SAP,FIRM_0132,parent,enterprise_software,,,True,Cloud4C,Cloud4C,FIRM_0037,parent,cloud_services,,,True,SAP,SAP,FIRM_0132,parent,enterprise_software,,,True,Cloud4C,Cloud4C,FIRM_0037,parent,cloud_services,,,True,FIRM_0037,Cloud4C,FIRM_0132,SAP,target_is_upstream_of_source,True,False,1.0,0.0,0.0,0.0,0.3,0.3
SAP SE,SAP,Enterprise Software (ERP),SAP Deutschland SE & Co. KG,SAP,Enterprise Software (ERP),2022,subsidiary,mutual,0.0,N,0.0,N,none,Item4,SAP SE,SAP,FIRM_0132,parent,enterprise_software,,,True,SAP Deutschland SE & Co. KG,SAP Deutschland,FIRM_0137,regional_entity,enterprise_software,SAP,FIRM_0132,True,SAP,SAP,FIRM_0132,parent,enterprise_software,,,True,SAP,SAP,FIRM_0132,parent,enterprise_software,,,True,FIRM_0132,SAP,FIRM_0137,SAP Deutschland,mutual_source_to_target,True,True,0.0,0.0,0.0,0.0,0.1,0.1
SAP SE,SAP,Enterprise Software (ERP),SAP Deutschland SE & Co. KG,SAP,Enterprise Software (ERP),2022,subsidiary,mutual,0.0,N,0.0,N,none,Item4,SAP SE,SAP,FIRM_0132,parent,enterprise_software,,,True,SAP Deutschland SE & Co. KG,SAP Deutschland,FIRM_0137,regional_entity,enterprise_software,SAP,FIRM_0132,True,SAP,SAP,FIRM_0132,parent,enterprise_software,,,True,SAP,SAP,FIRM_0132,parent,enterprise_software,,,True,FIRM_0137,SAP Deutschland,FIRM_0132,SAP,mutual_target_to_source,True,True,0.0,0.0,0.0,0.0,0.1,0.1
SAP SE,SAP,Enterprise Software (ERP),SAP Schweiz AG,SAP,Enterprise Software (ERP),2022,subsidiary,mutual,0.0,N,0.0,N,none,Item4,SAP SE,SAP,FIRM_0132,parent,enterprise_software,,,True,SAP Schweiz AG,SAP Schweiz,FIRM_0143,regional_entity,enterprise_software,SAP,FIRM_0132,True,SAP,SAP,FIRM_0132,parent,enterprise_software,,,True,SAP,SAP,FIRM_0132,parent,enterprise_software,,,True,FIRM_0132,SAP,FIRM_0143,SAP Schweiz,mutual_source_to_target,True,True,0.0,0.0,0.0,0.0,0.1,0.1
SAP SE,SAP,Enterprise Software (ERP),SAP Schweiz AG,SAP,Enterprise Software (ERP),2022,subsidiary,mutual,0.0,N,0.0,N,none,Item4,SAP SE,SAP,FIRM_0132,parent,enterprise_software,,,True,SAP Schweiz AG,SAP Schweiz,FIRM_0143,regional_entity,enterprise_software,SAP,FIRM_0132,True,SAP,SAP,FIRM_0132,parent,enterprise_software,,,True,SAP,SAP,FIRM_0132,parent,enterprise_software,,,True,FIRM_0143,SAP Schweiz,FIRM_0132,SAP,mutual_target_to_source,True,True,0.0,0.0,0.0,0.0,0.1,0.1
SAP SE,SAP,Enterprise Software (ERP),SAP UK Limited,SAP,Enterprise Software (ERP),2022,subsidiary,mutual,0.0,N,0.0,N,none,Item4,SAP SE,SAP,FIRM_0132,parent,enterprise_software,,,True,SAP UK Limited,SAP UK,FIRM_0146,regional_entity,enterprise_software,SAP,FIRM_0132,True,SAP,SAP,FIRM_0132,parent,enterprise_software,,,True,SAP,SAP,FIRM_0132,parent,enterprise_software,,,True,FIRM_0132,SAP,FIRM_0146,SAP UK,mutual_source_to_target,True,True,0.0,0.0,0.0,0.0,0.1,0.1
SAP SE,SAP,Enterprise Software (ERP),SAP UK Limited,SAP,Enterprise Software (ERP),2022,subsidiary,mutual,0.0,N,0.0,N,none,Item4,SAP SE,SAP,FIRM_0132,parent,enterprise_software,,,True,SAP UK Limited,SAP UK,FIRM_0146,regional_entity,enterprise_software,SAP,FIRM_0132,True,SAP,SAP,FIRM_0132,parent,enterprise_software,,,True,SAP,SAP,FIRM_0132,parent,enterprise_software,,,True,FIRM_0146,SAP UK,FIRM_0132,SAP,mutual_target_to_source,True,True,0.0,0.0,0.0,0.0,0.1,0.1
SAP SE,SAP,Enterprise Software (ERP),SAP España S.A.,SAP,Enterprise Software (ERP),2022,subsidiary,mutual,0.0,N,0.0,N,none,Item4,SAP SE,SAP,FIRM_0132,parent,enterprise_software,,,True,SAP España S.A.,SAP España,FIRM_0138,regional_entity,enterprise_software,SAP,FIRM_0132,True,SAP,SAP,FIRM_0132,parent,enterprise_software,,,True,SAP,SAP,FIRM_0132,parent,enterprise_software,,,True,FIRM_0132,SAP,FIRM_0138,SAP España,mutual_source_to_target,True,True,0.0,0.0,0.0,0.0,0.1,0.1
SAP SE,SAP,Enterprise Software (ERP),SAP España S.A.,SAP,Enterprise Software (ERP),2022,subsidiary,mutual,0.0,N,0.0,N,none,Item4,SAP SE,SAP,FIRM_0132,parent,enterprise_software,,,True,SAP España S.A.,SAP España,FIRM_0138,regional_entity,enterprise_software,SAP,FIRM_0132,True,SAP,SAP,FIRM_0132,parent,enterprise_software,,,True,SAP,SAP,FIRM_0132,parent,enterprise_software,,,True,FIRM_0138,SAP España,FIRM_0132,SAP,mutual_target_to_source,True,True,0.0,0.0,0.0,0.0,0.1,0.1
SAP SE,SAP,Enterprise Software (ERP),SAP France,SAP,Enterprise Software (ERP),2022,subsidiary,mutual,0.0,N,0.0,N,none,Item4,SAP SE,SAP,FIRM_0132,parent,enterprise_software,,,True,SAP France,SAP France,FIRM_0139,regional_entity,enterprise_software,SAP,FIRM_0132,True,SAP,SAP,FIRM_0132,parent,enterprise_software,,,True,SAP,SAP,FIRM_0132,parent,enterprise_software,,,True,FIRM_0132,SAP,FIRM_0139,SAP France,mutual_source_to_target,True,True,0.0,0.0,0.0,0.0,0.1,0.1
SAP SE,SAP,Enterprise Software (ERP),SAP France,SAP,Enterprise Software (ERP),2022,subsidiary,mutual,0.0,N,0.0,N,none,Item4,SAP SE,SAP,FIRM_0132,parent,enterprise_software,,,True,SAP France,SAP France,FIRM_0139,regional_entity,enterprise_software,SAP,FIRM_0132,True,SAP,SAP,FIRM_0132,parent,enterprise_software,,,True,SAP,SAP,FIRM_0132,parent,enterprise_software,,,True,FIRM_0139,SAP France,FIRM_0132,SAP,mutual_target_to_source,True,True,0.0,0.0,0.0,0.0,0.1,0.1
SAP SE,SAP,Enterprise Software (ERP),SAP Italia S.p.A.,SAP,Enterprise Software (ERP),2022,subsidiary,mutual,0.0,N,0.0,N,none,Item4,SAP SE,SAP,FIRM_0132,parent,enterprise_software,,,True,SAP Italia S.p.A.,SAP Italia,FIRM_0140,regional_entity,enterprise_software,SAP,FIRM_0132,True,SAP,SAP,FIRM_0132,parent,enterprise_software,,,True,SAP,SAP,FIRM_0132,parent,enterprise_software,,,True,FIRM_0132,SAP,FIRM_0140,SAP Italia,mutual_source_to_target,True,True,0.0,0.0,0.0,0.0,0.1,0.1
SAP SE,SAP,Enterprise Software (ERP),SAP Italia S.p.A.,SAP,Enterprise Software (ERP),2022,subsidiary,mutual,0.0,N,0.0,N,none,Item4,SAP SE,SAP,FIRM_0132,parent,enterprise_software,,,True,SAP Italia S.p.A.,SAP Italia,FIRM_0140,regional_entity,enterprise_software,SAP,FIRM_0132,True,SAP,SAP,FIRM_0132,parent,enterprise_software,,,True,SAP,SAP,FIRM_0132,parent,enterprise_software,,,True,FIRM_0140,SAP Italia,FIRM_0132,SAP,mutual_target_to_source,True,True,0.0,0.0,0.0,0.0,0.1,0.1
SAP SE,SAP,Enterprise Software (ERP),SAP Nederland B.V.,SAP,Enterprise Software (ERP),2022,subsidiary,mutual,0.0,N,0.0,N,none,Item4,SAP SE,SAP,FIRM_0132,parent,enterprise_software,,,True,SAP Nederland B.V.,SAP Nederland,FIRM_0142,regional_entity,enterprise_software,SAP,FIRM_0132,True,SAP,SAP,FIRM_0132,parent,enterprise_software,,,True,SAP,SAP,FIRM_0132,parent,enterprise_software,,,True,FIRM_0132,SAP,FIRM_0142,SAP Nederland,mutual_source_to_target,True,True,0.0,0.0,0.0,0.0,0.1,0.1
SAP SE,SAP,Enterprise Software (ERP),SAP Nederland B.V.,SAP,Enterprise Software (ERP),2022,subsidiary,mutual,0.0,N,0.0,N,none,Item4,SAP SE,SAP,FIRM_0132,parent,enterprise_software,,,True,SAP Nederland B.V.,SAP Nederland,FIRM_0142,regional_entity,enterprise_software,SAP,FIRM_0132,True,SAP,SAP,FIRM_0132,parent,enterprise_software,,,True,SAP,SAP,FIRM_0132,parent,enterprise_software,,,True,FIRM_0142,SAP Nederland,FIRM_0132,SAP,mutual_target_to_source,True,True,0.0,0.0,0.0,0.0,0.1,0.1
SAP SE,SAP,Enterprise Software (ERP),"SAP America, Inc.",SAP,Enterprise Software (ERP),2022,subsidiary,mutual,0.0,N,0.0,N,none,Item4,SAP SE,SAP,FIRM_0132,parent,enterprise_software,,,True,"SAP America, Inc.",SAP America,FIRM_0133,regional_entity,enterprise_software,SAP,FIRM_0132,True,SAP,SAP,FIRM_0132,parent,enterprise_software,,,True,SAP,SAP,FIRM_0132,parent,enterprise_software,,,True,FIRM_0132,SAP,FIRM_0133,SAP America,mutual_source_to_target,True,True,0.0,0.0,0.0,0.0,0.1,0.1
SAP SE,SAP,Enterprise Software (ERP),"SAP America, Inc.",SAP,Enterprise Software (ERP),2022,subsidiary,mutual,0.0,N,0.0,N,none,Item4,SAP SE,SAP,FIRM_0132,parent,enterprise_software,,,True,"SAP America, Inc.",SAP America,FIRM_0133,regional_entity,enterprise_software,SAP,FIRM_0132,True,SAP,SAP,FIRM_0132,parent,enterprise_software,,,True,SAP,SAP,FIRM_0132,parent,enterprise_software,,,True,FIRM_0133,SAP America,FIRM_0132,SAP,mutual_target_to_source,True,True,0.0,0.0,0.0,0.0,0.1,0.1
SAP SE,SAP,Enterprise Software (ERP),"Ariba, Inc.",SAP,Procurement Software,2022,subsidiary,mutual,0.0,Y,0.0,N,none,Item4,SAP SE,SAP,FIRM_0132,parent,enterprise_software,,,True,"Ariba, Inc.",SAP Ariba,FIRM_0134,subsidiary,procurement_software,SAP,FIRM_0132,True,SAP,SAP,FIRM_0132,parent,enterprise_software,,,True,SAP,SAP,FIRM_0132,parent,enterprise_software,,,True,FIRM_0132,SAP,FIRM_0134,SAP Ariba,mutual_source_to_target,True,True,0.0,0.0,0.0,1.0,0.1,0.1
SAP SE,SAP,Enterprise Software (ERP),"Ariba, Inc.",SAP,Procurement Software,2022,subsidiary,mutual,0.0,Y,0.0,N,none,Item4,SAP SE,SAP,FIRM_0132,parent,enterprise_software,,,True,"Ariba, Inc.",SAP Ariba,FIRM_0134,subsidiary,procurement_software,SAP,FIRM_0132,True,SAP,SAP,FIRM_0132,parent,enterprise_software,,,True,SAP,SAP,FIRM_0132,parent,enterprise_software,,,True,FIRM_0134,SAP Ariba,FIRM_0132,SAP,mutual_target_to_source,True,True,0.0,0.0,0.0,1.0,0.1,0.1
SAP SE,SAP,Enterprise Software (ERP),"Concur Technologies, Inc.",SAP,Travel & Expense Software,2022,subsidiary,mutual,0.0,Y,0.0,N,none,Item4,SAP SE,SAP,FIRM_0132,parent,enterprise_software,,,True,"Concur Technologies, Inc.",SAP Concur,FIRM_0136,subsidiary,travel_expense_software,SAP,FIRM_0132,True,SAP,SAP,FIRM_0132,parent,enterprise_software,,,True,SAP,SAP,FIRM_0132,parent,enterprise_software,,,True,FIRM_0132,SAP,FIRM_0136,SAP Concur,mutual_source_to_target,True,True,0.0,0.0,0.0,1.0,0.1,0.1
SAP SE,SAP,Enterprise Software (ERP),"Concur Technologies, Inc.",SAP,Travel & Expense Software,2022,subsidiary,mutual,0.0,Y,0.0,N,none,Item4,SAP SE,SAP,FIRM_0132,parent,enterprise_software,,,True,"Concur Technologies, Inc.",SAP Concur,FIRM_0136,subsidiary,travel_expense_software,SAP,FIRM_0132,True,SAP,SAP,FIRM_0132,parent,enterprise_software,,,True,SAP,SAP,FIRM_0132,parent,enterprise_software,,,True,FIRM_0136,SAP Concur,FIRM_0132,SAP,mutual_target_to_source,True,True,0.0,0.0,0.0,1.0,0.1,0.1
"Amazon.com, Inc.",Amazon,E-commerce / Cloud,"Rivian Automotive, Inc.",Rivian,Automotive / EV,2022,investment_target,mutual,0.7,Y,1.0,N,performance,Item8,"Amazon.com, Inc.",Amazon,FIRM_0009,parent,company,,,True,"Rivian Automotive, Inc.",Rivian,FIRM_0131,parent,automotive,,,True,Amazon,Amazon,FIRM_0009,parent,company,,,True,Rivian,Rivian,FIRM_0131,parent,automotive,,,True,FIRM_0009,Amazon,FIRM_0131,Rivian,mutual_source_to_target,True,True,0.7,0.3333333333333333,0.0,1.0,0.4433333333333333,0.4433333333333333
"Amazon.com, Inc.",Amazon,E-commerce / Cloud,"Rivian Automotive, Inc.",Rivian,Automotive / EV,2022,investment_target,mutual,0.7,Y,1.0,N,performance,Item8,"Amazon.com, Inc.",Amazon,FIRM_0009,parent,company,,,True,"Rivian Automotive, Inc.",Rivian,FIRM_0131,parent,automotive,,,True,Amazon,Amazon,FIRM_0009,parent,company,,,True,Rivian,Rivian,FIRM_0131,parent,automotive,,,True,FIRM_0131,Rivian,FIRM_0009,Amazon,mutual_target_to_source,True,True,0.7,0.3333333333333333,0.0,1.0,0.4433333333333333,0.4433333333333333
"Amazon.com, Inc.",Amazon,E-commerce / Cloud,MGM Holdings Inc.,Amazon,Media / Entertainment,2022,investment_target,downstream,0.0,Y,1.0,N,none,Item8,"Amazon.com, Inc.",Amazon,FIRM_0009,parent,company,,,True,MGM Holdings Inc.,MGM Holdings,FIRM_0086,subsidiary,media,Amazon,FIRM_0009,True,Amazon,Amazon,FIRM_0009,parent,company,,,True,Amazon,Amazon,FIRM_0009,parent,company,,,True,FIRM_0009,Amazon,FIRM_0086,MGM Holdings,source_is_upstream_of_target,True,False,0.0,0.3333333333333333,0.0,1.0,0.2333333333333333,0.2333333333333333
"Amazon.com, Inc.",Amazon,E-commerce / Cloud,"1Life Healthcare, Inc. (One Medical)",Amazon,Healthcare,2022,investment_target,downstream,0.0,Y,1.0,N,none,Item8,"Amazon.com, Inc.",Amazon,FIRM_0009,parent,company,,,True,"1Life Healthcare, Inc. (One Medical)",One Medical,FIRM_0113,subsidiary,healthcare,Amazon,FIRM_0009,True,Amazon,Amazon,FIRM_0009,parent,company,,,True,Amazon,Amazon,FIRM_0009,parent,company,,,True,FIRM_0009,Amazon,FIRM_0113,One Medical,source_is_upstream_of_target,True,False,0.0,0.3333333333333333,0.0,1.0,0.2333333333333333,0.2333333333333333
"Amazon.com, Inc.",Amazon,E-commerce / Cloud,iRobot Corporation,Amazon,Robotics / Consumer Electronics,2022,investment_target,downstream,0.3,Y,1.0,N,governance,Item8,"Amazon.com, Inc.",Amazon,FIRM_0009,parent,company,,,True,iRobot Corporation,iRobot,FIRM_0178,company,robotics_consumer_electronics,,,True,Amazon,Amazon,FIRM_0009,parent,company,,,True,Amazon,Amazon,FIRM_0009,parent,company,,,True,FIRM_0009,Amazon,FIRM_0178,iRobot,source_is_upstream_of_target,True,False,0.3,0.3333333333333333,0.0,1.0,0.3233333333333333,0.3233333333333333
"Amazon.com, Inc.",Amazon,E-commerce / Cloud,Whole Foods Market,Amazon,Retail / Grocery,2022,subsidiary,mutual,0.3,Y,0.5,Y,operational,Item8,"Amazon.com, Inc.",Amazon,FIRM_0009,parent,company,,,True,Whole Foods Market,Whole Foods Market,FIRM_0171,subsidiary,retail,Amazon,FIRM_0009,True,Amazon,Amazon,FIRM_0009,parent,company,,,True,Amazon,Amazon,FIRM_0009,parent,company,,,True,FIRM_0009,Amazon,FIRM_0171,Whole Foods Market,mutual_source_to_target,True,True,0.3,0.1666666666666666,1.0,1.0,0.4566666666666666,0.4566666666666666
"Amazon.com, Inc.",Amazon,E-commerce / Cloud,Whole Foods Market,Amazon,Retail / Grocery,2022,subsidiary,mutual,0.3,Y,0.5,Y,operational,Item8,"Amazon.com, Inc.",Amazon,FIRM_0009,parent,company,,,True,Whole Foods Market,Whole Foods Market,FIRM_0171,subsidiary,retail,Amazon,FIRM_0009,True,Amazon,Amazon,FIRM_0009,parent,company,,,True,Amazon,Amazon,FIRM_0009,parent,company,,,True,FIRM_0171,Whole Foods Market,FIRM_0009,Amazon,mutual_target_to_source,True,True,0.3,0.1666666666666666,1.0,1.0,0.4566666666666666,0.4566666666666666
IBM,IBM,Enterprise IT / Services,BNP Paribas,BNP Paribas,Financial Services,2022,partner,upstream,0.1,N,2.0,N,financial,Item7,IBM,IBM,FIRM_0069,parent,technology_company,,,True,BNP Paribas,BNP Paribas,FIRM_0024,parent,financial_services,,,True,IBM,IBM,FIRM_0069,parent,technology_company,,,True,BNP Paribas,BNP Paribas,FIRM_0024,parent,financial_services,,,True,FIRM_0024,BNP Paribas,FIRM_0069,IBM,target_is_upstream_of_source,True,False,0.1,0.6666666666666666,0.0,0.0,0.2966666666666666,0.2966666666666666
IBM,IBM,Enterprise IT / Services,JPMorgan Chase Bank,JPMorgan Chase,Financial Services,2022,partner,upstream,0.2,N,3.0,N,financial,Item7,IBM,IBM,FIRM_0069,parent,technology_company,,,True,JPMorgan Chase Bank,JPMorgan Chase Bank,FIRM_0076,subsidiary,banking,JPMorgan Chase,FIRM_0075,True,IBM,IBM,FIRM_0069,parent,technology_company,,,True,JPMorgan Chase,JPMorgan Chase,FIRM_0075,parent,financial_services,,,True,FIRM_0076,JPMorgan Chase Bank,FIRM_0069,IBM,target_is_upstream_of_source,True,False,0.2,1.0,0.0,0.0,0.46,0.46
IBM,IBM,Enterprise IT / Services,Kyndryl Holdings,Kyndryl,IT Managed Services,2022,partner,bilateral,0.7,N,2.0,N,financial,Item1A,IBM,IBM,FIRM_0069,parent,technology_company,,,True,Kyndryl Holdings,Kyndryl,FIRM_0079,company,it_services,,,True,IBM,IBM,FIRM_0069,parent,technology_company,,,True,Kyndryl,Kyndryl,FIRM_0079,company,it_services,,,True,FIRM_0069,IBM,FIRM_0079,Kyndryl,bilateral_source_to_target,True,True,0.7,0.6666666666666666,0.0,0.0,0.4766666666666667,0.4766666666666667
IBM,IBM,Enterprise IT / Services,Kyndryl Holdings,Kyndryl,IT Managed Services,2022,partner,bilateral,0.7,N,2.0,N,financial,Item1A,IBM,IBM,FIRM_0069,parent,technology_company,,,True,Kyndryl Holdings,Kyndryl,FIRM_0079,company,it_services,,,True,IBM,IBM,FIRM_0069,parent,technology_company,,,True,Kyndryl,Kyndryl,FIRM_0079,company,it_services,,,True,FIRM_0079,Kyndryl,FIRM_0069,IBM,bilateral_target_to_source,True,True,0.7,0.6666666666666666,0.0,0.0,0.4766666666666667,0.4766666666666667
IBM,IBM,Enterprise IT / Services,Open source community,Apache Software Foundation,Open Source,2022,supplier,upstream,0.6,N,2.0,N,operational,Item1A,IBM,IBM,FIRM_0069,parent,technology_company,,,True,Open source community,Open source community,FIRM_0114,community,open_source,,,True,IBM,IBM,FIRM_0069,parent,technology_company,,,True,Apache Software Foundation,Apache Software Foundation,FIRM_0019,foundation,open_source,,,True,FIRM_0114,Open source community,FIRM_0069,IBM,target_is_upstream_of_source,True,False,0.6,0.6666666666666666,0.0,0.0,0.4466666666666666,0.4466666666666666
IBM,IBM,Enterprise IT / Services,PricewaterhouseCoopers LLP,PricewaterhouseCoopers (PwC),Professional Services / Audit,2022,partner,upstream,0.1,N,2.0,Y,governance,Item8,IBM,IBM,FIRM_0069,parent,technology_company,,,True,PricewaterhouseCoopers LLP,PricewaterhouseCoopers,FIRM_0125,regional_entity,professional_services,,,True,IBM,IBM,FIRM_0069,parent,technology_company,,,True,PricewaterhouseCoopers (PwC),PricewaterhouseCoopers,FIRM_0125,parent,professional_services,,,True,FIRM_0125,PricewaterhouseCoopers,FIRM_0069,IBM,target_is_upstream_of_source,True,False,0.1,0.6666666666666666,1.0,0.0,0.4966666666666666,0.4966666666666666
IBM,IBM,Enterprise IT / Services,Red Hat,IBM,Open Source / Cloud,2022,subsidiary,downstream,0.4,Y,3.0,Y,operational,Item8,IBM,IBM,FIRM_0069,parent,technology_company,,,True,Red Hat,Red Hat,FIRM_0129,subsidiary,open_source_software,IBM,FIRM_0069,True,IBM,IBM,FIRM_0069,parent,technology_company,,,True,IBM,IBM,FIRM_0069,parent,technology_company,,,True,FIRM_0069,IBM,FIRM_0129,Red Hat,source_is_upstream_of_target,True,False,0.4,1.0,1.0,1.0,0.82,0.82
IBM,IBM,Enterprise IT / Services,The Bank of New York Mellon,BNY Mellon,Financial Services,2022,partner,upstream,0.1,N,2.0,N,financial,Item7,IBM,IBM,FIRM_0069,parent,technology_company,,,True,The Bank of New York Mellon,BNY Mellon,FIRM_0025,parent,financial_services,,,True,IBM,IBM,FIRM_0069,parent,technology_company,,,True,BNY Mellon,BNY Mellon,FIRM_0025,parent,financial_services,,,True,FIRM_0025,BNY Mellon,FIRM_0069,IBM,target_is_upstream_of_source,True,False,0.1,0.6666666666666666,0.0,0.0,0.2966666666666666,0.2966666666666666
Oracle,Oracle,Enterprise Software / Database,Cerner Corporation,Oracle,Healthcare IT,2022,subsidiary,downstream,0.6,Y,3.0,Y,operational,Item7,Oracle,Oracle,FIRM_0117,parent,enterprise_software,,,True,Cerner Corporation,Cerner,FIRM_0032,subsidiary,healthcare_it,Oracle,FIRM_0117,True,Oracle,Oracle,FIRM_0117,parent,enterprise_software,,,True,Oracle,Oracle,FIRM_0117,parent,enterprise_software,,,True,FIRM_0117,Oracle,FIRM_0032,Cerner,source_is_upstream_of_target,True,False,0.6,1.0,1.0,1.0,0.88,0.88
Oracle,Oracle,Enterprise Software / Database,Ernst & Young LLP,Ernst & Young (EY),Professional Services / Audit,2022,supplier,upstream,0.1,N,1.0,N,governance,Item8,Oracle,Oracle,FIRM_0117,parent,enterprise_software,,,True,Ernst & Young LLP,Ernst & Young,FIRM_0054,parent,professional_services,,,True,Oracle,Oracle,FIRM_0117,parent,enterprise_software,,,True,Ernst & Young (EY),Ernst & Young,FIRM_0054,parent,professional_services,,,True,FIRM_0054,Ernst & Young,FIRM_0117,Oracle,target_is_upstream_of_source,True,False,0.1,0.3333333333333333,0.0,0.0,0.1633333333333333,0.1633333333333333
Oracle,Oracle,Enterprise Software / Database,Oracle Corporation Japan,Oracle,Enterprise Software / Database,2022,subsidiary,downstream,0.3,Y,1.0,N,governance,Item1A,Oracle,Oracle,FIRM_0117,parent,enterprise_software,,,True,Oracle Corporation Japan,Oracle Japan,FIRM_0119,regional_entity,enterprise_software,Oracle,FIRM_0117,True,Oracle,Oracle,FIRM_0117,parent,enterprise_software,,,True,Oracle,Oracle,FIRM_0117,parent,enterprise_software,,,True,FIRM_0117,Oracle,FIRM_0119,Oracle Japan,source_is_upstream_of_target,True,False,0.3,0.3333333333333333,0.0,1.0,0.3233333333333333,0.3233333333333333
Oracle,Oracle,Enterprise Software / Database,Oracle Financial Services Software Limited,Oracle,Financial Services Software,2022,subsidiary,downstream,0.3,Y,1.0,N,governance,Item1A,Oracle,Oracle,FIRM_0117,parent,enterprise_software,,,True,Oracle Financial Services Software Limited,Oracle Financial Services Software,FIRM_0118,subsidiary,financial_services_software,Oracle,FIRM_0117,True,Oracle,Oracle,FIRM_0117,parent,enterprise_software,,,True,Oracle,Oracle,FIRM_0117,parent,enterprise_software,,,True,FIRM_0117,Oracle,FIRM_0118,Oracle Financial Services Software,source_is_upstream_of_target,True,False,0.3,0.3333333333333333,0.0,1.0,0.3233333333333333,0.3233333333333333
Teradata,Teradata,Data Analytics,Amazon Web Services,Amazon,Cloud / Infrastructure,2022,cloud_provider,upstream,0.6,N,2.5,N,operational,Item1A,Teradata,Teradata,FIRM_0163,parent,data_platform,,,True,Amazon Web Services,Amazon Web Services,FIRM_0012,service,cloud_provider,Amazon,FIRM_0009,True,Teradata,Teradata,FIRM_0163,parent,data_platform,,,True,Amazon,Amazon,FIRM_0009,parent,company,,,True,FIRM_0012,Amazon Web Services,FIRM_0163,Teradata,target_is_upstream_of_source,True,False,0.6,0.8333333333333334,0.0,0.0,0.5133333333333334,0.5133333333333334
